0	286	836
2	14	169
3	680	1317
3	836	1119
4	45	352
4	206	844
5	916	925
5	1586	1591
6	1221	1528
9	236	765
11	211	489
13	168	1369
16	77	1048
18	454	1065
18	589	1071
20	1099	1151
20	862	1487
21	855	1051
21	71	451
21	929	1457
21	184	745
21	518	872
22	584	1154
24	1131	1548
24	837	1566
26	558	1187
27	921	1617
27	627	974
27	744	1596
28	679	1105
29	39	860
30	470	873
30	875	942
30	983	1530
30	602	1416
30	24	301
33	1030	1456
33	379	547
33	780	909
33	318	550
34	554	1515
34	306	378
34	1198	1550
34	889	1006
35	236	308
36	232	1588
38	242	580
42	629	1097
43	1151	1376
44	360	856
47	901	1422
49	213	1378
50	327	1342
52	111	181
53	869	1399
54	375	1304
54	1419	1547
57	967	1529
57	1034	1607
58	140	480
58	645	942
58	564	583
60	526	711
60	211	617
61	613	1427
64	1036	1046
65	1171	1517
66	170	926
66	121	1573
68	59	424
69	917	918
69	227	1319
70	386	1198
72	1129	1281
72	382	1302
73	211	819
76	716	1175
76	133	198
77	603	1432
77	79	443
77	195	1545
78	294	1132
78	98	1609
78	915	1115
78	106	759
79	398	1108
81	748	1120
81	322	733
81	372	574
83	324	1044
83	500	913
83	1078	1445
83	1176	1505
83	1024	1445
83	918	1252
83	769	1007
84	1203	1277
84	198	583
85	1179	1533
87	258	1226
89	932	980
90	728	1461
90	801	1551
91	564	1418
91	769	1419
93	715	888
94	278	1414
94	756	1137
95	620	763
98	399	671
98	619	954
100	436	1199
101	652	833
104	926	1180
105	414	693
106	279	352
106	511	962
107	188	512
107	837	1195
109	573	1315
109	523	1390
112	1227	1610
113	521	1275
114	26	636
114	947	1572
114	97	109
118	1348	1535
118	91	1606
118	233	757
119	474	754
119	384	1169
120	6	1256
122	526	747
123	17	1143
124	877	1387
125	237	622
127	56	67
128	434	1291
128	83	284
128	595	913
130	191	240
130	426	980
131	203	1624
132	1183	1470
132	849	1200
132	60	994
134	472	989
134	1076	1098
136	62	1606
137	1068	1379
138	524	556
138	165	396
139	502	887
141	664	930
142	426	1078
143	289	1208
144	1314	1470
144	946	1501
146	1150	1591
146	756	1322
149	54	829
152	632	829
153	655	894
155	194	244
156	536	747
157	1397	1583
159	40	101
159	495	811
159	331	1381
160	678	955
160	7	839
161	655	1020
162	44	348
164	68	172
166	191	534
168	959	1505
169	216	982
170	352	1241
171	663	809
171	1213	1609
171	395	467
171	757	1447
171	1236	1535
172	16	1045
175	143	708
176	712	1311
178	189	1153
178	189	1299
178	115	504
179	304	1587
181	427	751
183	668	1082
188	355	873
188	299	367
189	86	119
189	670	1369
192	119	1163
194	1113	1247
194	1043	1132
194	849	1077
194	415	443
195	1597	1623
195	178	1119
198	80	740
201	713	1283
201	130	299
201	714	1381
202	932	1384
202	172	367
203	1004	1371
205	336	389
207	229	1091
207	586	1207
209	288	532
210	269	1249
212	266	1303
213	21	822
213	835	1254
214	283	1561
214	4	822
216	234	637
216	1081	1162
216	1156	1456
216	497	1214
216	1026	1204
218	520	1292
221	671	921
221	1166	1181
223	299	1440
223	222	1620
223	1473	1552
224	395	1602
225	697	1334
226	1126	1617
227	125	1450
227	294	987
227	932	1371
229	422	1137
229	507	882
230	95	859
230	440	1005
232	18	422
235	185	1038
237	1067	1331
237	1007	1432
